Bus,busmap
3954,UA46
3955,UA14
3956,UA71
3957,UA23
3958,UA46
3959,UA46
3960,UA23
3961,UA46
3962,UA26
3963,UA35
3964,UA46
3965,UA46
3966,UA12
3967,UA07
3968,UA07
3969,UA21
3970,UA21
3971,UA63
3972,UA46
3973,UA46
3974,UA07
3975,UA07
3976,UA26
3977,UA26
3978,UA26
3979,UA61
3980,UA68
3981,UA63
3982,UA18
3983,UA23
3984,UA23
3985,UA59
3986,UA59
3987,UA05
3988,UA05
3989,UA14
3990,UA14
3991,UA14
3992,UA48
3993,UA23
3994,UA59
3995,UA12
3996,UA59
3997,UA43
3998,UA43
3999,UA43
4000,UA12
4001,UA12
4002,UA43
4003,UA14
4004,UA32
4005,UA53
4006,UA65
4007,UA65
4008,UA14
4009,UA65
4010,UA51
4011,UA51
4012,UA14
4013,UA14
4014,UA14
4015,UA14
4016,UA14
4017,UA12
4018,UA09
4019,UA14
4020,UA14
4021,UA63
4022,UA14
4023,UA63
4024,UA09
4025,UA09
4026,UA14
4027,UA53
4028,UA59
4029,UA74
4030,UA32
4031,UA18
4032,UA68
4033,UA51
4034,UA35
4035,UA48
4036,UA48
4037,UA48
4038,UA48
4039,UA14
4040,UA12
4041,UA14
4042,UA09
4045,UA65
4046,UA65
4047,UA05
4048,UA43
4049,UA51
4050,UA77
4051,UA09
4052,UA56
4053,UA56
4054,UA56
4055,UA43
4056,UA68
4057,UA12
4058,UA56
4059,UA56
4060,UA65
4061,UA65
4062,UA40
4063,UA40
4064,UA14
4065,UA09
4066,UA09
4067,UA14
4068,UA14
4069,UA56
4070,UA14
4072,UA71
4073,UA32
4074,UA48
4075,UA48
4076,UA68
4077,UA68
4078,UA68
4079,MD3142
4080,MD3139
4081,MD3246
4082,UA51
4083,UA51
4084,MD3152
4086,MD3140
4087,BE33
4088,BE33
4089,CH05
4090,CH05
4091,ES51
4092,ES51
4093,ES51
4094,ES51
4095,FI1D
4096,GBH2
4097,GBH3
4098,GBL1
4099,GBL1
4100,GBJ2
4101,GBJ2
4102,GBE1
4103,GBG2
4104,GBD4
4105,GBD4
4106,GBD4
4107,GBM6
4108,GBK3
4109,GBD3
4110,GBD3
4111,GBM9
4112,GBJ4
4113,GBE4
4114,GBD1
4115,GBC1
4116,GBL1
4117,GBL1
4118,GBF1
4119,GBF1
4120,GBD1
4121,GBD1
4122,HU21
4123,HU32
4124,HU32
4125,ITH2
4126,ITH2
4127,ITH2
4128,ITC4
4129,ITC4
4130,ITH2
4131,ITI4
4132,LT02
4133,LT02
4134,LV00
4135,LV00
4136,LV00
4137,LV00
4138,NO0A
4139,NO0A
4140,NO0A
4141,NO0A
4142,NO0A
4143,NO0A
4144,NO0A
4145,NO02
4146,NO0A
4147,NO08
4148,NO08
4149,NO08
4150,NO08
4151,NO09
4152,NO09
4153,NO09
4154,NO09
4155,NO09
4156,NO09
4157,NO09
4158,NO09
4159,NO02
4160,NO07
4161,NO0A
4162,NO07
4163,NO07
4164,NO07
4165,NO07
4166,NO07
4167,NO07
4168,NO06
4169,NO06
4170,NO06
4171,NO0A
4172,NO0A
4173,NO0A
4174,NO0A
4175,NO0A
4176,NO0A
4177,NO0A
4178,NO0A
4179,NO0A
4180,NO0A
4181,NO0A
4182,NO0A
4183,NO0A
4184,NO0A
4185,NO09
4186,NO09
4187,NO09
4188,NO08
4189,NO0A
4190,NO09
4191,NO0A
4192,NO0A
4193,NO0A
4194,NO09
4195,NO08
4196,NO0A
4197,NO0A
4198,PL21
4199,PT18
4200,SE31
4201,SE31
4202,SE31
4203,SE31
4204,SE31
4205,SE32
4206,SE31
4207,SE21
4208,SE23
4209,SE23
4210,SE23
4211,SE23
4212,SE32
4213,SE32
4214,SE32
4215,SE22
4216,SE32
4217,SE32
4218,SK04
4219,UA43
4220,UA63
4221,UA30
4222,UA46
4223,UA59
4224,UA46
4225,UA56
4226,UA56
4227,UA26
4228,UA26
4229,UA26
4230,UA35
4231,UA53
4232,UA21
4233,UA30
4234,UA51
4235,UA09
4236,UA09
4237,UA09
4238,UA21
4239,UA23
4240,UA46
4241,UA05
4242,UA05
4243,UA05
4244,UA07
4245,UA07
4257,IE05
4258,ES11
4259,IE05
4260,PT16
4261,ES11
4262,ES11
4263,IE05
4264,ES11
4265,PT11
4266,ES11
4267,PT11
4268,ES11
4269,ES11
4270,PT11
4271,PT11
4272,PT16
4273,ES11
4275,PT11
4276,PT11
4277,ES11
4279,ES11
4281,PT11
4282,PT11
4283,IE05
4284,PT16
4285,ES43
4286,ES43
4287,ES11
4288,PT11
4290,IE05
4291,ES41
4292,ES41
4293,ES43
4294,IE05
4295,IE06
4296,IE06
4298,ES41
4299,ES41
4300,ES41
4301,ES61
4302,IE06
4303,ES43
4304,IE06
4305,ES61
4306,ES61
4307,ES43
4308,ES41
4309,ES41
4310,ES43
4311,ES43
4312,ES61
4313,ES41
4314,ES43
4315,ES61
4316,ES41
4317,ES43
4318,ES43
4319,ES12
4320,ES12
4321,ES61
4322,ES12
4323,ES12
4324,ES12
4325,ES12
4326,ES12
4327,ES12
4328,ES41
4329,ES41
4330,ES42
4331,ES42
4332,ES61
4333,ES61
4334,ES61
4335,ES12
4336,ES12
4337,ES61
4338,ES41
4339,ES41
4340,ES42
4341,ES42
4342,ES13
4343,ES61
4344,ES42
4345,ES13
4346,GBD1
4347,ES41
4348,ES30
4349,ES30
4350,ES30
4351,ES41
4352,ES30
4353,ES42
4354,ES21
4355,ES21
4356,GBM6
4357,ES61
4358,GBM6
4359,ES23
4360,GBM7
4361,GBM6
4362,ES21
4363,ES42
4364,GBM5
4365,ES21
4366,ES23
4367,ES21
4368,ES41
4369,GBM5
4371,ES62
4372,ES62
4373,ES24
4374,ES62
4375,ES24
4376,ES24
4377,ES24
4378,ES52
4379,ES52
4380,ES52
4381,FRJ2
4382,FRJ2
4383,ES52
4384,ES52
4385,GBF3
4387,GBF3
4388,ES24
4389,GBF3
4391,GBH1
4392,GBF3
4393,ES51
4394,GBH1
4395,GBE1
4396,GBH1
4397,ES51
4398,ES51
4399,ES51
4400,GBH1
4401,BE25
4402,NL34
4403,BE25
4404,NL34
4405,ES53
4406,NL34
4407,NL32
4408,NL33
4409,NL33
4410,NL32
4411,BE32
4412,BE35
4413,BE35
4414,BE35
4415,BE35
4417,NL12
4418,NL11
4419,NL21
4420,NL21
4421,NL12
4422,DEA1
4423,DEA1
4424,DEA1
4425,NL13
4426,DEA1
4427,DEB2
4428,DEB2
4429,CH01
4430,DEC0
4431,DEB2
4432,DEC0
4433,DEC0
4434,DEA1
4435,DEA1
4436,CH01
4437,NL11
4438,NL11
4439,DEA1
4440,DEA1
4441,CH01
4442,DEC0
4443,DEC0
4444,DEB2
4445,DEB2
4446,NL11
4447,NL11
4448,DEA3
4449,DEA3
4450,DEA2
4451,DEA2
4452,DEA2
4453,DEA2
4454,DEB2
4455,CH01
4456,DEB1
4457,DEA2
4458,DEB1
4459,ITC2
4460,DEB1
4461,DEB1
4462,ITC2
4463,DEB1
4464,DEB1
4465,CH01
4466,DEB1
4467,DEA3
4468,DEA3
4469,DEA3
4470,DEA3
4471,DEB1
4472,DEB1
4473,ITC1
4474,ITC1
4475,CH02
4476,CH02
4477,DEA5
4478,DEA5
4479,DEA5
4480,DEA5
4481,CH02
4482,CH02
4483,DEA3
4484,DK03
4485,DEA5
4486,DEA5
4487,DE13
4488,CH02
4489,DEB1
4490,ITC3
4491,DE94
4492,DE94
4493,DE94
4494,DE94
4495,DEB1
4496,DEB1
4497,DEA5
4498,CH01
4499,CH03
4500,CH03
4501,DE94
4502,DE94
4503,DEB3
4504,DE94
4505,DE94
4506,ITC3
4507,DEA5
4508,DEB3
4509,DEB3
4510,DE94
4511,CH06
4512,DEA5
4513,DE94
4514,DE13
4515,DE13
4516,CH03
4517,CH03
4518,DK03
4519,ITC1
4520,DE94
4521,DE94
4522,ITC1
4523,DEB3
4524,DEB3
4525,CH01
4526,CH01
4527,DEA4
4528,DEA4
4529,ITC1
4530,DE12
4531,DE12
4532,DE92
4533,DE92
4534,CH06
4535,ITC1
4536,DE71
4537,DE12
4538,ITC1
4539,CH07
4540,CH06
4541,ITC3
4542,CH06
4543,CH06
4544,ITC1
4545,ITC1
4546,DE71
4547,DE71
4548,CH07
4549,DE93
4550,CH06
4551,CH06
4552,CH07
4553,CH05
4554,CH05
4555,CH07
4556,DE11
4557,CH05
4558,CH05
4559,CH05
4560,CH05
4561,DE26
4562,DE26
4563,ITC4
4564,CH05
4565,CH05
4566,DE92
4567,DE92
4568,ITC3
4569,CH05
4570,CH05
4572,CH05
4573,ITC4
4574,ITC4
4575,DE92
4576,CH05
4577,ITC4
4578,CH05
4579,CH05
4580,CH05
4581,CH05
4582,CH05
4583,DE92
4584,ITC4
4585,DE91
4586,DE91
4587,DE92
4588,DE91
4589,DE91
4590,ITC4
4591,ITI1
4592,DE27
4593,DE27
4594,DEF0
4595,DE26
4596,DE26
4597,ITH5
4599,ITH5
4600,ITH5
4601,ITC4
4602,ITH2
4603,DE27
4604,DE27
4605,AT33
4606,AT33
4607,ITH3
4608,ITI1
4609,DK04
4610,ITC4
4611,AT33
4612,ITH2
4613,ITH2
4614,AT33
4615,DE21
4616,DEG0
4617,DE21
4618,DE21
4619,DE23
4620,ITI1
4621,DEE0
4622,ITH3
4623,DE21
4624,ITH3
4625,AT33
4626,ITH3
4627,DE23
4628,DE23
4629,ITH3
4630,ITH3
4631,DK02
4632,ITH3
4633,ITH3
4634,ITH3
4635,DED5
4636,AT33
4637,DED5
4638,SE32
4639,ITI2
4640,ITH4
4641,DE22
4642,DK02
4643,AT32
4644,ITH4
4645,SE32
4646,CZ04
4647,DE80
4648,AT31
4650,DE80
4651,DE40
4652,DE80
4653,SE23
4654,SE23
4655,SE32
4656,SE32
4657,HR03
4658,CZ02
4661,ITF3
4662,PL42
4664,PL42
4665,HR03
4666,ITG1
4667,NO07
4668,SE32
4669,CZ03
4670,PL42
4671,SE12
4672,AT22
4673,AT21
4674,SI03
4675,PL51
4676,PL51
4677,PL42
4678,PL43
4679,PL43
4680,HR03
4681,SE32
4682,SE32
4683,SE32
4684,SI03
4685,PL43
4686,PL43
4687,SE32
4688,SE33
4689,SE32
4690,SE32
4691,SI03
4692,BABIH
4693,SE31
4694,SE31
4695,SE31
4696,SE31
4697,SE31
4698,SE32
4699,CZ06
4700,SE32
4701,SE32
4702,HR02
4703,AT12
4704,AT12
4705,CZ06
4706,CZ06
4707,SE32
4708,PL41
4709,SE32
4710,SE32
4711,HR03
4712,SE32
4713,CZ06
4714,BABIH
4715,SE32
4716,SE32
4717,SE32
4718,SE32
4719,SE32
4720,SE32
4721,SE31
4722,SE32
4723,SE31
4724,SE31
4725,SE31
4726,SE31
4727,SE31
4728,SE31
4729,HU22
4730,HU22
4731,HU22
4732,BASRP
4733,SE31
4734,SE31
4735,SE32
4736,BABIH
4737,BABIH
4738,BABIH
4739,BABIH
4740,BABIH
4741,BABIH
4742,BABIH
4743,BABIH
4744,BABIH
4745,BABIH
4746,BABIH
4747,BABIH
4748,SK02
4749,SK02
4750,SK02
4751,PL41
4752,SK02
4753,BASRP
4754,PL22
4755,HU21
4756,HU21
4757,PL22
4758,ME00
4759,BASRP
4760,HU12
4761,BASRP
4762,BASRP
4763,PL22
4764,PL22
4765,PL22
4766,HU12
4767,PL22
4768,PL22
4769,BASRP
4770,BASRP
4771,RS21
4772,ME00
4773,ME00
4774,PL71
4775,RS21
4776,PL71
4777,AL03
4778,PL71
4779,AL03
4780,ME00
4781,RS12
4782,PL92
4783,RS21
4785,RS12
4786,RS12
4787,RS12
4788,AL01
4789,RS11
4790,RS11
4791,RS12
4792,AL01
4793,AL01
4794,HU31
4795,RS12
4796,RS12
4797,RS11
4798,RS21
4799,AL03
4800,RS21
4801,PL91
4802,HU31
4803,PL21
4804,PL72
4805,PL21
4806,PL72
4807,PL72
4808,PL72
4809,HU31
4810,HU31
4811,RS21
4812,RS22
4813,PL21
4814,PL21
4815,PL92
4816,PL72
4817,RO42
4818,RS21
4820,MK00
4821,RS21
4822,RO42
4823,UA21
4824,UA21
4825,UA21
4826,UA21
4827,UA21
4828,UA21
4829,UA21
4830,RO41
4831,RO41
4832,BG41
4833,PL81
4834,BG41
4835,BG41
4836,RO41
4837,RO11
4838,RO11
4839,RO41
4840,BG41
4841,RO11
4842,RO12
4844,UA46
4845,BG31
4846,BG31
4847,BG31
4848,UA46
4849,RO41
4850,UA46
4851,UA46
4852,BG42
4853,RO41
4854,BG42
4855,BG42
4856,BG42
4857,BG42
4858,BG42
4859,RO41
4860,RO31
4861,RO31
4862,UA07
4863,BG42
4864,FI1D
4865,BG34
4866,UA07
4867,BG34
4868,RO31
4869,FI1D
4870,FI1D
4872,BG32
4873,BG34
4874,BG32
4875,BG34
4876,RO31
4877,RO31
4878,BG34
4879,BG34
4880,BG34
4881,RO32
4882,RO31
4884,FI1D
4885,RO31
4886,FI1D
4887,FI1D
4888,RO22
4889,BG33
4890,BG33
4891,RO22
4892,RO22
4893,NO07
4894,UA48
4895,UA65
4896,UA65
4897,UA65
4898,UA65
4899,UA43
4900,UA43
4901,UA43
4902,UA43
4903,UA43
4905,UA14
4906,UA14
4907,UA09
4909,UA09
4910,UA09
4914,FRH0
4915,FRH0
4916,FRH0
4917,FRG0
4918,FRH0
4919,FRG0
4920,FRG0
4921,FRG0
4922,FRD1
4923,FRI3
4924,FRG0
4925,FRI3
4926,FRI1
4927,FRG0
4928,FRI1
4929,FRD1
4930,FRJ2
4931,FRI3
4932,FRD2
4933,FRI3
4934,FRI1
4935,FRD2
4936,FRD2
4937,FRJ2
4938,FRD2
4939,FRB0
4940,FR10
4941,FRI2
4942,FRJ2
4943,FRI2
4944,FRB0
4945,FRJ1
4946,FRE1
4947,FRE1
4948,FRB0
4949,FR10
4950,FR10
4951,FR10
4952,FRE2
4953,FRE2
4954,FRJ2
4955,FRE1
4956,FRK1
4957,FRE2
4958,FRE2
4959,FRE2
4960,FRF2
4961,FRC1
4962,FRF2
4963,FRK1
4964,FRF2
4965,FRF2
4966,FRC1
4967,FRK2
4968,FRC1
4969,FRC1
4970,FRC1
4971,FRC1
4972,FRJ1
4973,FRF2
4974,FRF2
4975,FRF2
4976,FRF2
4977,FRK2
4978,FRL0
4979,FRK2
4980,FRK2
4981,FRL0
4982,FRF2
4983,FRL0
4984,FRK2
4985,FRK2
4986,FRK2
4987,FRK2
4988,FRF3
4989,FRL0
4990,FRC2
4991,FRL0
4992,FRL0
4993,FRF3
4994,FRK2
4995,FRF3
4996,FRK2
4997,FRF3
4998,FRF3
4999,CH01
5000,FRF3
5001,FRF3
5002,FRL0
5003,FRF1
5004,FRF1
5005,FRF1
5010,GBN0
5011,GBN0
5012,GBN0
5013,GBN0
5014,GBM9
5015,GBM8
5016,GBM8
5017,GBM6
5018,GBM9
5019,GBM7
5020,GBM7
5021,GBM7
5022,GBM7
5023,GBL2
5024,GBM7
5025,GBL2
5027,GBL2
5028,GBL2
5029,GBK1
5030,GBK1
5031,GBK1
5032,GBG1
5033,GBG1
5034,GBM5
5035,GBM5
5036,GBD3
5037,GBD3
5038,GBG2
5039,GBG2
5040,GBG2
5041,GBG2
5042,GBG3
5043,GBG3
5044,GBG3
5045,GBG3
5046,GBE4
5047,GBE4
5048,GBC1
5049,GBF2
5050,GBF2
5051,GBE4
5052,GBE2
5053,NO0A
5054,NO0A
5055,NO0A
5056,NO0A
5057,NO0A
5058,NO0A
5059,NO0A
5060,NO0A
5061,NO0A
5062,NO0A
5063,NO0A
5064,NO0A
5065,NO09
5066,NO0A
5067,NO0A
5068,NO09
5069,NO09
5070,NO0A
5071,NO0A
5072,NO09
5073,NO09
5074,NO09
5075,NO09
5076,NO09
5077,NO09
5078,NO02
5079,NO08
5080,NO02
5081,NO02
5082,NO02
5083,NO02
5084,NO02
5085,NO02
5086,NO02
5087,NO08
5088,NO08
5089,NO08
5090,NO08
5091,NO08
5092,NO08
5093,NO08
5094,NO08
5095,NO08
5096,NO02
5097,NO02
5098,NO02
5099,NO06
5100,LT02
5101,LT02
5102,LV00
5103,LV00
5104,LT02
5105,LT02
5106,LV00
5107,LV00
5108,LV00
5109,LT02
5110,LT02
5111,LV00
5112,LV00
5113,LT02
5114,LV00
5115,UA46
5116,LV00
5117,EE00
5118,LT02
5120,EE00
5121,EE00
5122,EE00
5123,LT02
5124,UA46
5125,EE00
5126,LV00
5127,LV00
5128,LV00
5129,LT01
5130,EE00
5131,LV00
5132,EE00
5133,LV00
5134,LV00
5135,EE00
5136,EE00
5137,LV00
5138,UA56
5139,EE00
5141,EE00
5142,EE00
5143,EE00
5144,EE00
5145,LV00
5150,EE00
5151,MD3246
5152,MD3246
5153,MD3246
5155,MD3246
5158,MD3246
5159,MD3139
5161,MD3139
5162,MD3139
5164,MD3139
5165,MD3142
5168,UA51
5169,UA32
5170,UA32
5171,UA32
5172,UA51
5173,UA32
5174,UA51
5176,UA48
5177,UA65
5178,UA53
5179,UA12
5180,UA43
5181,UA12
5182,UA23
5183,UA23
5185,UA23
5187,UA63
5188,UA12
5189,UA63
5190,UA63
5191,UA63
5193,UA63
5194,UA14
5195,UA63
5196,UA14
5197,UA14
5199,UA14
5201,NL34
5202,BE24
5203,BE23
5204,NL41
5205,NL33
5206,NL33
5207,NL33
5208,NL32
5209,NL33
5210,BE35
5211,BE35
5212,BE21
5213,BE22
5214,NL23
5215,BE34
5216,NL22
5217,NL22
5218,DEA2
5219,DEA2
5220,NL22
5221,NL21
5222,NL22
5223,DEA1
5224,NL21
5225,NL21
5226,DEA2
5227,NL13
5228,DEA2
5229,NL13
5230,NL21
5231,ITC2
5232,ITC2
5233,NL13
5234,NL11
5235,DEA3
5236,ITC1
5237,ITC1
5238,NL11
5239,NL11
5240,NL11
5241,NL11
5242,CH02
5243,CH02
5244,FRF1
5245,FRF1
5246,DE94
5247,CH02
5248,CH02
5249,DEC0
5250,DEA2
5251,DE94
5252,CH02
5253,DE94
5254,DEA2
5255,DE94
5256,ITC2
5257,DEA2
5258,ITC1
5259,DEA2
5260,DEA2
5261,ITC1
5262,DE13
5263,DEA2
5264,DEB1
5265,DE94
5266,DEA2
5267,DE13
5268,DEA3
5269,DE94
5270,DEA5
5271,DEA5
5272,DEA5
5273,DEB1
5274,DE72
5275,DEA3
5276,DEA4
5277,DEA5
5278,DEA5
5279,DE72
5280,DEA4
5281,DE13
5282,DE92
5283,DE94
5284,DEA4
5285,DE71
5286,DE13
5287,DE92
5288,DE92
5289,DE71
5290,DE94
5291,DEA4
5292,DE93
5293,DE71
5294,DE72
5295,DEA4
5296,DE71
5297,DEA5
5298,DE71
5299,DE72
5300,CH07
5301,DE12
5302,DE14
5303,DE11
5304,DEA5
5305,DEA5
5306,DK03
5307,DEF0
5308,DE11
5309,DE72
5310,DEF0
5311,DE92
5312,DE72
5313,DEF0
5314,DEF0
5315,DEF0
5316,DE71
5317,DE73
5318,CH05
5319,DK03
5320,DK03
5321,DE93
5322,DE11
5323,DE12
5324,DE73
5325,CH05
5326,DEF0
5327,DE73
5328,DE73
5329,DEF0
5330,DE73
5331,DE73
5332,DE73
5333,DE73
5334,DE73
5335,DE91
5336,DE11
5337,DE73
5338,ITC4
5339,CH05
5340,CH05
5341,CH05
5342,DE73
5343,DE60
5344,DE26
5345,DEF0
5346,DEG0
5347,DE73
5348,DE60
5349,ITH5
5350,DE93
5351,ITC4
5352,ITC4
5353,ITC4
5354,DEF0
5355,DE26
5356,DE27
5357,DE27
5358,DE80
5359,DE24
5360,DE27
5361,DEG0
5362,DEG0
5363,DE24
5364,DE24
5365,DE24
5366,DE27
5367,DEG0
5368,DE80
5369,DE24
5370,ITI1
5371,DE80
5372,ITI1
5373,DE24
5374,ITI1
5375,DE24
5376,ITH5
5377,DE24
5378,DEE0
5379,DE40
5380,DE40
5381,DEE0
5382,DE80
5383,DE23
5384,DEE0
5385,ITH5
5386,DE23
5387,DE23
5388,AT32
5389,DE23
5390,ITI4
5391,AT32
5392,DE23
5393,CZ03
5394,CZ03
5395,ITI4
5396,DE80
5397,DED5
5398,ITI2
5399,AT32
5400,CZ04
5401,CZ04
5402,ITH4
5403,DE40
5404,SI04
5405,SI04
5406,DE40
5407,DE40
5408,ITF1
5409,ITF1
5410,DE40
5411,DE40
5412,DE40
5413,ITF4
5414,SI03
5415,SI03
5416,AT12
5417,AT22
5418,AT22
5419,CZ06
5420,CZ06
5421,AT11
5422,ITF4
5423,ITF6
5424,AT11
5425,AT12
5426,AT12
5429,IE05
5430,PT17
5431,PT18
5432,IE04
5433,PT15
5434,PT18
5435,PT11
5436,PT18
5437,PT15
5438,IE06
5439,IE06
5440,ES61
5441,ES11
5442,IE06
5443,ES43
5444,IE06
5445,ES12
5446,ES41
5447,ES43
5448,ES41
5449,ES43
5450,ES12
5451,ES41
5452,ES41
5453,ES41
5455,ES41
5456,ES43
5457,ES41
5458,ES41
5459,ES41
5462,ES12
5463,ES41
5464,ES41
5465,ES41
5466,GBM9
5467,ES41
5468,ES41
5469,GBL1
5470,ES41
5471,ES13
5472,ES41
5473,ES13
5474,ES30
5475,ES42
5476,GBL1
5477,ES30
5478,ES30
5479,ES21
5480,GBL2
5481,ES42
5482,GBM7
5483,ES21
5484,GBG2
5485,GBD4
5486,GBK2
5487,GBD4
5488,GBD6
5489,GBM9
5490,GBK1
5491,GBE2
5492,GBE4
5493,GBJ1
5494,ES24
5495,GBJ1
5496,GBE3
5497,ES52
5498,ES52
5499,ES62
5500,GBJ1
5501,ES24
5502,ES52
5503,GBF1
5504,GBF1
5505,GBE1
5506,GBH1
5507,ES24
5509,GBF3
5510,FRB0
5512,GBH3
5513,ES51
5514,ES51
5515,GBJ4
5516,FR10
5517,ES51
5518,FRJ1
5519,ES51
5520,ES51
5521,FRJ1
5522,FRB0
5523,FRJ1
5524,FRJ1
5525,FRJ2
5526,BE32
5527,FRC1
5528,FRF2
5529,FRK2
5530,FRJ1
5531,FRK2
5532,FRK2
5533,FRC2
5534,FRK2
5535,CH02
5536,FRF1
5537,FRF1
5538,DK03
5539,DK04
5540,DK03
5541,DK03
5542,DK04
5543,DK03
5544,DK03
5545,DK05
5546,DK05
5547,DK03
5548,DK04
5549,DK05
5550,DK05
5551,DK04
5552,DK03
5553,SE31
5554,SE31
5555,SE23
5556,SE31
5557,NO06
5558,NO06
5559,SE23
5560,DK01
5561,SE23
5562,DK01
5563,SE22
5564,SE23
5565,SE23
5566,CZ03
5567,SE31
5568,SE31
5569,SE31
5570,SE22
5571,SE22
5572,SE22
5573,SE22
5574,SE23
5575,SE22
5576,SE23
5577,SE23
5578,SE22
5579,SE23
5580,SE23
5581,SE31
5582,SE22
5583,SE22
5584,CZ03
5585,CZ04
5586,CZ04
5587,SE31
5588,SE22
5589,SE32
5590,SE32
5591,SE31
5592,CZ03
5593,SE23
5594,SE22
5595,CZ03
5596,CZ02
5597,SE21
5598,SI03
5599,DE40
5600,SE31
5601,SE12
5602,CZ02
5603,SE32
5604,SE21
5605,CZ03
5606,SE32
5607,SE31
5608,CZ03
5609,SE21
5610,SE21
5611,SE32
5612,SE32
5613,SE32
5616,SE21
5617,SE32
5618,SE12
5619,SE32
5620,SE32
5621,SE31
5622,SE31
5623,SE31
5624,SE31
5625,SE32
5626,SE21
5627,CZ05
5628,SE32
5629,CZ06
5630,SE31
5631,SE31
5632,SE31
5633,SE21
5634,SE32
5635,SE21
5636,SE31
5637,SE31
5638,SE31
5639,SE12
5640,SE31
5641,SE32
5642,SE31
5643,SE32
5644,SE32
5645,SE31
5646,SE32
5647,SE31
5648,HR06
5649,SE32
5650,SE21
5651,PL51
5652,SE31
5653,CZ06
5654,SE31
5655,SE31
5656,HU22
5657,CZ05
5658,HR06
5659,SE33
5660,PL51
5661,SE31
5662,SE32
5663,SE31
5664,SE31
5665,CZ07
5666,SE31
5667,PL51
5668,SE32
5669,SE31
5670,SE32
5671,PL51
5672,SE33
5673,BASRP
5674,SK01
5675,SE12
5676,NO07
5677,NO07
5678,HU22
5679,CZ07
5680,HU22
5681,PL52
5682,SE32
5683,SK02
5684,SE32
5685,SE12
5686,SE32
5687,HU21
5688,SE33
5689,PL22
5690,BASRP
5691,BASRP
5692,SE33
5693,SE33
5694,BASRP
5695,HR02
5696,SE33
5697,BABIH
5698,CZ08
5699,SK03
5700,ME00
5701,ME00
5702,ME00
5703,PL22
5704,SK02
5705,SE32
5706,SE33
5707,PL71
5708,HR02
5709,SK03
5710,SE33
5711,PL22
5712,SK03
5713,SK03
5714,SE33
5715,SE33
5716,SE33
5717,SE33
5718,SK03
5719,RS12
5720,HU33
5721,HU33
5722,PL71
5723,PL92
5724,SE33
5725,SE33
5726,HU31
5727,RS21
5728,HU33
5729,SE33
5730,PL21
5731,AL03
5732,RS12
5733,SK04
5734,GR54
5735,SE33
5736,PL21
5737,SK04
5738,RO42
5739,RS22
5740,PL91
5741,MK00
5742,GR53
5743,MK00
5744,GR53
5745,FI19
5746,FI19
5747,FI19
5748,FI19
5749,PL91
5750,PL91
5751,RO11
5752,SK04
5753,FI19
5754,PL82
5755,PL81
5756,FI19
5757,SE33
5758,MK00
5759,MK00
5760,UA21
5761,RO11
5762,FI19
5763,FI19
5764,GR64
5765,GR52
5766,RS22
5767,SE33
5768,GR52
5769,GR52
5770,FI19
5771,BG41
5772,UA21
5773,UA21
5774,FI19
5775,GR61
5776,RS22
5777,FI19
5778,FI19
5779,RS22
5780,GR52
5781,GR52
5782,SE33
5783,BG41
5784,PL84
5785,UA21
5786,BG41
5787,FI19
5788,GR64
5789,GR52
5790,BG41
5791,BG31
5792,BG41
5793,BG41
5794,RO11
5795,UA46
5796,BG41
5797,BG31
5798,GR64
5799,BG41
5800,LT02
5801,RO41
5802,RO12
5803,FI19
5804,GR64
5805,FI19
5806,FI1D
5807,RO41
5808,BG31
5809,RO11
5810,GR64
5811,FI1D
5812,RO41
5813,GR30
5814,BG31
5815,BG31
5816,GR64
5817,FI19
5818,RO12
5819,RO11
5820,FI1D
5821,GR30
5822,FI1D
5823,SE33
5824,FI19
5825,FI1B
5826,BG42
5827,FI1C
5828,GR51
5829,FI1B
5830,FI1C
5831,FI1B
5832,FI1B
5833,FI1C
5834,RO41
5835,FI1B
5836,FI1B
5837,BG42
5838,FI1B
5839,FI1B
5840,FI1D
5841,BG42
5842,FI19
5843,BG42
5844,BG32
5847,FI1D
5849,FI1B
5850,FI1D
5851,FI1B
5852,GR51
5853,RO12
5854,BG34
5856,RO12
5857,FI1B
5858,BG32
5859,RO12
5860,GR51
5861,RO12
5862,BG33
5863,BG42
5864,FI1D
5866,GR51
5868,RO31
5869,RO21
5870,RO21
5871,BG34
5872,BG34
5873,FI1D
5874,RO31
5875,RO31
5876,RO31
5877,RO22
5878,RO22
5880,MD8855
5882,NO0A
5883,NO0A
5884,NO0A
5885,NO0A
5886,NO0A
5887,NO0A
5888,NO0A
5889,NO0A
5890,NO0A
5891,NO0A
5892,NO0A
5893,NO0A
5894,NO0A
5895,NO0A
5896,NO0A
5897,NO09
5898,NO09
5899,NO09
5900,NO09
5901,NO09
5902,NO09
5903,NO09
5904,NO09
5905,NO09
5906,NO09
5907,NO09
5908,NO09
5909,NO09
5910,NO09
5911,NO09
5912,NO09
5913,NO09
5914,NO09
5915,NO09
5916,NO09
5917,NO09
5918,NO09
5919,NO09
5920,NO08
5921,NO07
5922,NO07
5923,NO07
5924,NO07
5925,NO07
5926,NO07
5927,NO07
5928,NO07
5929,NO07
5930,NO07
5936,UA26
5937,UA35
5938,UA12
5939,UA12
5942,BE25
5943,BE33
5948,DEF0
5949,DEA2
5950,DE80
5958,DK03
5962,DK03
5964,DK04
5966,DK04
5967,EE00
5968,ES53
5969,ES52
5970,FI19
5971,FI19
